href,aria_label,full_url,url,article_text,date_published
https://edition.cnn.com/business/tech,Business Tech,https://edition.cnn.com/business/tech,https://edition.cnn.com/business/tech,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/business/media,Business Media,https://edition.cnn.com/business/media,https://edition.cnn.com/business/media,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/business/financial-calculators,Business Calculators,https://edition.cnn.com/business/financial-calculators,https://edition.cnn.com/business/financial-calculators,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks CNN's calculators help you make informed decisions about your personal finances at every stage of life. Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/business/videos,Business Videos,https://edition.cnn.com/business/videos,https://edition.cnn.com/business/videos,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/markets/premarkets,Markets Pre-markets,https://edition.cnn.com/markets/premarkets,https://edition.cnn.com/markets/premarkets,"Pre-market stock trading coverage from CNN. Get the latest updates on pre-market movers, S&P 500, Nasdaq Composite and Dow Jones Industrial Average futures. We read all day so you don't have to. Sign up for CNN Business' newsletter for the top stories you need to know. Show all Already have an account? Sign
            In. By signing up to newsletters, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers. By entering your email address, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers.  Opt out via the Privacy Policy.  Thank you for subscribing. You can now see all your newsletters Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/markets/after-hours,Markets After-Hours,https://edition.cnn.com/markets/after-hours,https://edition.cnn.com/markets/after-hours,"After-hours stock trading coverage from CNN. Get the latest updates on post-market movers, S&P 500, Nasdaq Composite and Dow Jones Industrial Average futures. We read every day so you don't have to. Sign up for CNN Business' nightly newsletter for the top stories you need to know. Show all Already have an account? Sign
            In. By signing up to newsletters, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers. By entering your email address, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers.  Opt out via the Privacy Policy.  Thank you for subscribing. You can now see all your newsletters Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/markets/fear-and-greed,Markets Fear & Greed,https://edition.cnn.com/markets/fear-and-greed,https://edition.cnn.com/markets/fear-and-greed,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks What emotion is driving the market now? Learn more about the index   S&P 500 125-day moving average   Itâs useful to look at stock market levels compared to where theyâve been over the past few months. When the S&P 500 is above its moving or rolling average of the prior 125 trading days, thatâs a sign of positive momentum. But if the index is below this average, it shows investors are getting skittish.  The Fear & Greed Index uses slowing momentum as a signal for Fear and a growing momentum for Greed.   A few big stocks can skew returns for the market. Itâs important to also know how many stocks are doing well versus those that are struggling. This shows the number of stocks on the NYSE at 52-week highs compared to those at 52-week lows. When there are many more highs than lows, thatâs a bullish sign and signals Greed.   The market is made up of thousands of stocks. And on any given day, investors are actively buying and selling them. This measure looks at the amount, or volume, of shares on the NYSE that are rising compared to the number of shares that are falling. A low (or even negative) number is a bearish sign. The Fear & Greed Index uses decreasing trading volume as a signal for Fear.   Options are contracts that give investors the right to buy or sell stocks, indexes or other financial securities at an agreed upon price and date. Puts are the option to sell while calls are the option to buy. When the ratio of puts to calls is rising, it is usually a sign investors are growing more nervous. A ratio above 1 is considered bearish.  The Fear & Greed Index uses a bearish options ratio as a signal for Fear. VIX 50-day moving average   The most well-known measure of market sentiment is the CBOE Volatility Index, or VIX. The VIX  measures expected price fluctuations or volatility in the S&P 500 Index options over the next 30 days. The VIX often drops on days when the broader market rallies and soars when stocks plunge. But the key is to look at the VIX over time. It tends to be lower in bull markets and higher when the bears are in control. The Fear & Greed Index uses increasing market volatility as a signal for Fear.   Stocks are riskier than bonds. But the reward for investing in stocks over the long haul is greater. Still, bonds can outperform stocks over short periods. Safe Haven Demand shows the difference between Treasury bond and stock returns over the past 20 trading days. Bonds do better when investors are scared. The Fear & Greed Index uses increasing safe haven demand as a signal for Fear. Note: The frequent drops of the yield spread on the Junk Bond Demand chart usually appear on the ex-dividend date. The spread typically bounces back after the dividend is paid and normalizes over time.   Junk bonds carry a higher risk of default compared to other bonds. Bond yields â or the return you get on investing in a bond -  dip when prices go up. If investors crave junk bonds, the yields drop. Likewise, yields rise when people are selling. So a smaller difference (or spread) between yields for junk bonds and safer government bonds is a sign investors are taking on more risk. A wider spread shows more caution. The Fear & Greed Index uses junk bond demand as a signal for Greed. What is the CNN Business Fear & Greed Index? The Fear & Greed Index is a way to gauge stock market movements and whether stocks are fairly priced. The theory is based on the logic that excessive fear tends to drive down share prices, and too much greed tends to have the opposite effect. How is Fear & Greed Calculated? The Fear & Greed Index is a compilation of seven different indicators that measure some aspect of stock market behavior. They are market momentum, stock price strength, stock price breadth, put and call options, junk bond demand, market volatility, and safe haven demand. The index tracks how much these individual indicators deviate from their averages compared to how much they normally diverge. The index gives each indicator equal weighting in calculating a score from 0 to 100, with 100 representing maximum greediness and 0 signaling maximum fear. How often is the Fear & Greed Index calculated? Every component and the Index are calculated as soon as new data becomes available. How to use Fear & Greed Index? The Fear & Greed Index is used to gauge the mood of the market. Many investors are emotional and reactionary, and fear and greed sentiment indicators can alert investors to their own emotions and biases that can influence their decisions. When combined with fundamentals and other analytical tools, the Index can be a helpful way to assess market sentiment. Quote Lookup Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/business/investing,Markets Investing,https://edition.cnn.com/business/investing,https://edition.cnn.com/business/investing,"Markets Hot Stocks Fear & Greed Index Latest Market News Hot Stocks Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/business/markets-now,Markets Markets Now,https://edition.cnn.com/business/markets-now,https://edition.cnn.com/business/markets-now,"We read all day so you donât have to. Sign up for CNN Business' evening newsletter for all the things you need to know to sound smarter in your next meeting. By signing up to newsletters, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers. By entering your email address, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers.  Opt out via the Privacy Policy. Add a password to sign up and manage your newsletter subscriptions in a free CNN account for {EMAIL}  By creating an account, you agree to the Terms of Use and have read our Privacy Policy. You understand CNN and its affiliates may use your email address to provide updates, ads, and offers. You can opt out via the Privacy Policy. By creating an account, I agree to the Terms of Use and have read our Privacy Policy. CNN and its affiliates may use my email address to provide updates, ads, and offers. I can opt out via the Privacy Policy. By creating an account, you agree to the Terms of Use and have read our Privacy Policy. Already have an account? Sign
              In.   Don't have an account? Sign up.  Thank you for subscribing. You can now see all your newsletters © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
https://edition.cnn.com/business/markets/nightcap,Markets Nightcap,https://edition.cnn.com/business/markets/nightcap,https://edition.cnn.com/business/markets/nightcap,"We read all day so you donât have to. Sign up for CNN Businessâ nightly newsletter for the top stories you need to know. By signing up to newsletters, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers. By entering your email address, you agree to our Terms of Use and acknowledge the Privacy Policy.  CNN and its affiliates may use your email address to provide updates, ads, and offers.  Opt out via the Privacy Policy.  Thank you for subscribing. You can now see all your newsletters Most stock quote data provided by BATS. US market indices are shown in real time, except for the S&P 500 which is refreshed every two minutes. All times are ET. Factset: FactSet Research Systems Inc. All rights reserved. Chicago Mercantile: Certain market data is the property of Chicago Mercantile Exchange Inc. and its licensors. All rights reserved. Dow Jones: The Dow Jones branded indices are proprietary to and are calculated, distributed and marketed by DJI Opco, a subsidiary of S&P Dow Jones Indices LLC and have been licensed for use to S&P Opco, LLC and CNN. Standard & Poorâs and S&P are registered trademarks of Standard & Poorâs Financial Services LLC and Dow Jones is a registered trademark of Dow Jones Trademark Holdings LLC. All content of the Dow Jones branded indices Copyright S&P Dow Jones Indices LLC and/or its affiliates. Fair value provided by IndexArb.com. Market holidays and trading hours provided by Copp Clark Limited. © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans â¢ & Â© 2016 Cable News Network.",NA
